date,number,state
2019-03-03,203,GA
2019-03-03,482,GA
2019-03-03,677,GA
2019-03-04,784,GA
2019-03-04,773,GA
2019-03-04,743,GA
2019-03-05,311,GA
2019-03-05,299,GA
2019-03-05,454,GA
2019-03-06,194,GA
2019-03-06,939,GA
2019-03-06,407,GA
2019-03-07,952,GA
2019-03-07,436,GA
2019-03-07,563,GA
2019-03-08,620,GA
2019-03-08,994,GA
2019-03-08,805,GA
2019-03-09,239,GA
2019-03-09,982,GA
2019-03-09,484,GA
2019-03-10,041,GA
2019-03-10,763,GA
2019-03-10,905,GA
2019-03-11,329,GA
2019-03-11,983,GA
2019-03-11,122,GA
2019-03-12,205,GA
2019-03-12,111,GA
2019-03-12,276,GA
2019-03-13,705,GA
2019-03-13,345,GA
2019-03-13,463,GA
2019-03-14,051,GA
2019-03-14,751,GA
2019-03-14,752,GA
2019-03-15,139,GA
2019-03-15,096,GA
2019-03-15,137,GA
2019-03-16,513,GA
2019-03-16,697,GA
2019-03-16,420,GA
2019-03-17,087,GA
2019-03-17,793,GA
2019-03-17,122,GA
2019-03-18,631,GA
2019-03-18,880,GA
2019-03-18,806,GA
2019-03-19,165,GA
2019-03-19,047,GA
2019-03-19,989,GA
2019-03-20,255,GA
2019-03-20,118,GA
2019-03-20,818,GA
2019-03-21,369,GA
2019-03-21,429,GA
2019-03-21,085,GA
2019-03-22,532,GA
2019-03-22,153,GA
2019-03-22,780,GA
2019-03-23,190,GA
2019-03-23,986,GA
2019-03-23,975,GA
2019-03-24,019,GA
2019-03-24,810,GA
2019-03-24,636,GA
2019-03-25,176,GA
2019-03-25,550,GA
2019-03-25,326,GA
2019-03-26,014,GA
2019-03-26,546,GA
2019-03-26,125,GA
2019-03-27,574,GA
2019-03-27,724,GA
2019-03-27,201,GA
2019-03-28,241,GA
2019-03-28,445,GA
2019-03-28,978,GA
2019-03-29,009,GA
2019-03-29,331,GA
2019-03-29,942,GA
2019-03-30,586,GA
2019-03-30,508,GA
2019-03-30,217,GA
2019-03-31,874,GA
2019-03-31,940,GA
2019-03-31,459,GA
2019-04-01,758,GA
2019-04-01,585,GA
2019-04-01,780,GA
2019-04-02,298,GA
2019-04-02,825,GA
2019-04-02,386,GA
2019-04-03,914,GA
2019-04-03,516,GA
2019-04-03,721,GA
2019-04-04,042,GA
2019-04-04,487,GA
2019-04-04,184,GA
2019-04-05,173,GA
2019-04-05,546,GA
2019-04-05,908,GA
2019-04-06,889,GA
2019-04-06,344,GA
2019-04-06,392,GA
2019-04-07,905,GA
2019-04-07,445,GA
2019-04-07,160,GA
2019-04-08,544,GA
2019-04-08,325,GA
2019-04-08,271,GA
2019-04-09,834,GA
2019-04-09,626,GA
2019-04-09,580,GA
2019-04-10,509,GA
2019-04-10,861,GA
2019-04-10,694,GA
2019-04-11,628,GA
2019-04-11,579,GA
2019-04-11,402,GA
2019-04-12,068,GA
2019-04-12,973,GA
2019-04-12,811,GA
2019-04-13,373,GA
2019-04-13,260,GA
2019-04-13,947,GA
2019-04-14,374,GA
2019-04-14,168,GA
2019-04-14,811,GA
2019-04-15,423,GA
2019-04-15,112,GA
2019-04-15,168,GA
2019-04-16,652,GA
2019-04-16,130,GA
2019-04-16,420,GA
2019-04-17,270,GA
2019-04-17,891,GA
2019-04-17,666,GA
2019-04-18,958,GA
2019-04-18,867,GA
2019-04-18,311,GA
2019-04-19,455,GA
2019-04-19,687,GA
2019-04-19,254,GA
2019-04-20,427,GA
2019-04-20,377,GA
2019-04-20,740,GA
2019-04-21,720,GA
2019-04-21,843,GA
2019-04-21,679,GA
2019-04-22,800,GA
2019-04-22,060,GA
2019-04-22,475,GA
2019-04-23,265,GA
2019-04-23,634,GA
2019-04-23,034,GA
2019-04-24,756,GA
2019-04-24,871,GA
2019-04-24,216,GA
2019-04-25,739,GA
2019-04-25,494,GA
2019-04-25,153,GA
2019-04-26,500,GA
2019-04-26,281,GA
2019-04-26,569,GA
2019-04-27,475,GA
2019-04-27,146,GA
2019-04-27,793,GA
2019-04-28,195,GA
2019-04-28,892,GA
2019-04-28,813,GA
2019-04-29,590,GA
2019-04-29,450,GA
2019-04-29,501,GA
2019-04-30,018,GA
2019-04-30,762,GA
2019-04-30,915,GA
2019-05-01,828,GA
2019-05-01,248,GA
2019-05-01,809,GA
2019-05-02,683,GA
2019-05-02,138,GA
2019-05-02,473,GA
2019-05-03,153,GA
2019-05-03,638,GA
2019-05-03,831,GA
2019-05-04,191,GA
2019-05-04,424,GA
2019-05-04,220,GA
2019-05-05,547,GA
2019-05-05,956,GA
2019-05-05,849,GA
2019-05-06,887,GA
2019-05-06,560,GA
2019-05-06,938,GA
2019-05-07,799,GA
2019-05-07,525,GA
2019-05-07,106,GA
2019-05-08,549,GA
2019-05-08,185,GA
2019-05-08,758,GA
2019-05-09,224,GA
2019-05-09,006,GA
2019-05-09,030,GA
2019-05-10,236,GA
2019-05-10,832,GA
2019-05-10,342,GA
2019-05-11,375,GA
2019-05-11,745,GA
2019-05-11,240,GA
2019-05-12,712,GA
2019-05-12,753,GA
2019-05-12,524,GA
2019-05-13,559,GA
2019-05-13,756,GA
2019-05-13,190,GA
2019-05-14,576,GA
2019-05-14,921,GA
2019-05-14,476,GA
2019-05-15,927,GA
2019-05-15,257,GA
2019-05-15,292,GA
2019-05-16,485,GA
2019-05-16,854,GA
2019-05-16,314,GA
2019-05-17,258,GA
2019-05-17,218,GA
2019-05-17,565,GA
2019-05-18,369,GA
2019-05-18,685,GA
2019-05-18,580,GA
2019-05-19,665,GA
2019-05-19,266,GA
2019-05-19,713,GA
2019-05-20,895,GA
2019-05-20,149,GA
2019-05-20,523,GA
2019-05-21,933,GA
2019-05-21,174,GA
2019-05-21,336,GA
2019-05-22,974,GA
2019-05-22,638,GA
2019-05-22,023,GA
2019-05-23,806,GA
2019-05-23,272,GA
2019-05-23,672,GA
2019-05-24,497,GA
2019-05-24,120,GA
2019-05-24,484,GA
2019-05-25,021,GA
2019-05-25,179,GA
2019-05-25,143,GA
2019-05-26,128,GA
2019-05-26,449,GA
2019-05-26,834,GA
2019-05-27,587,GA
2019-05-27,794,GA
2019-05-27,989,GA
2019-05-28,625,GA
2019-05-28,728,GA
2019-05-28,969,GA
2019-05-29,344,GA
2019-05-29,358,GA
2019-05-29,007,GA
2019-05-30,868,GA
2019-05-30,587,GA
2019-05-30,272,GA
2019-05-31,454,GA
2019-05-31,740,GA
2019-05-31,969,GA
2019-06-01,640,GA
2019-06-01,507,GA
2019-06-01,186,GA
2019-06-02,908,GA
2019-06-02,357,GA
2019-06-02,139,GA
2019-06-03,690,GA
2019-06-03,237,GA
2019-06-03,240,GA
2019-06-04,414,GA
2019-06-04,479,GA
2019-06-04,266,GA
2019-06-05,288,GA
2019-06-05,652,GA
2019-06-05,237,GA
2019-06-06,707,GA
2019-06-06,318,GA
2019-06-06,660,GA
2019-06-07,605,GA
2019-06-07,398,GA
2019-06-07,279,GA
2019-06-08,731,GA
2019-06-08,107,GA
2019-06-08,410,GA
2019-06-09,010,GA
2019-06-09,805,GA
2019-06-09,063,GA
2019-06-10,989,GA
2019-06-10,096,GA
2019-06-10,271,GA
2019-06-11,369,GA
2019-06-11,592,GA
2019-06-11,494,GA
2019-06-12,127,GA
2019-06-12,878,GA
2019-06-12,168,GA
2019-06-13,050,GA
2019-06-13,447,GA
2019-06-13,740,GA
2019-06-14,901,GA
2019-06-14,419,GA
2019-06-14,144,GA
2019-06-15,329,GA
2019-06-15,121,GA
2019-06-15,331,GA
2019-06-16,216,GA
2019-06-16,044,GA
2019-06-16,965,GA
2019-06-17,941,GA
2019-06-17,488,GA
2019-06-17,163,GA
2019-06-18,182,GA
2019-06-18,817,GA
2019-06-18,025,GA
2019-06-19,616,GA
2019-06-19,517,GA
2019-06-19,195,GA
2019-06-20,802,GA
2019-06-20,794,GA
2019-06-20,743,GA
2019-06-21,567,GA
2019-06-21,069,GA
2019-06-21,782,GA
2019-06-22,583,GA
2019-06-22,579,GA
2019-06-22,557,GA
2019-06-23,657,GA
2019-06-23,935,GA
2019-06-23,237,GA
2019-06-24,634,GA
2019-06-24,349,GA
2019-06-24,682,GA
2019-06-25,004,GA
2019-06-25,350,GA
2019-06-25,052,GA
2019-06-26,295,GA
2019-06-26,834,GA
2019-06-26,011,GA
2019-06-27,258,GA
2019-06-27,558,GA
2019-06-27,662,GA
2019-06-28,361,GA
2019-06-28,667,GA
2019-06-28,826,GA
2019-06-29,779,GA
2019-06-29,060,GA
2019-06-29,770,GA
2019-06-30,140,GA
2019-06-30,742,GA
2019-06-30,999,GA
2019-07-01,187,GA
2019-07-01,044,GA
2019-07-01,211,GA
2019-07-02,350,GA
2019-07-02,291,GA
2019-07-02,054,GA
2019-07-03,015,GA
2019-07-03,614,GA
2019-07-03,696,GA
2019-07-04,728,GA
2019-07-04,049,GA
2019-07-04,012,GA
2019-07-05,604,GA
2019-07-05,448,GA
2019-07-05,818,GA
2019-07-06,726,GA
2019-07-06,151,GA
2019-07-06,592,GA
2019-07-07,728,GA
2019-07-07,947,GA
2019-07-07,023,GA
2019-07-08,852,GA
2019-07-08,665,GA
2019-07-08,918,GA
2019-07-09,873,GA
2019-07-09,848,GA
2019-07-09,488,GA
2019-07-10,754,GA
2019-07-10,974,GA
2019-07-10,463,GA
2019-07-11,512,GA
2019-07-11,159,GA
2019-07-11,648,GA
2019-07-12,243,GA
2019-07-12,785,GA
2019-07-12,053,GA
2019-07-13,640,GA
2019-07-13,124,GA
2019-07-13,377,GA
2019-07-14,531,GA
2019-07-14,018,GA
2019-07-14,972,GA
2019-07-15,841,GA
2019-07-15,742,GA
2019-07-15,475,GA
2019-07-16,061,GA
2019-07-16,503,GA
2019-07-16,921,GA
2019-07-17,642,GA
2019-07-17,443,GA
2019-07-17,312,GA
2019-07-18,173,GA
2019-07-18,621,GA
2019-07-18,062,GA
2019-07-19,788,GA
2019-07-19,040,GA
2019-07-19,414,GA
2019-07-20,672,GA
2019-07-20,360,GA
2019-07-20,786,GA
2019-07-21,482,GA
2019-07-21,113,GA
2019-07-21,186,GA
2019-07-22,654,GA
2019-07-22,123,GA
2019-07-22,576,GA
2019-07-23,635,GA
2019-07-23,107,GA
2019-07-23,125,GA
2019-07-24,996,GA
2019-07-24,929,GA
2019-07-24,604,GA
2019-07-25,293,GA
2019-07-25,098,GA
2019-07-25,567,GA
2019-07-26,253,GA
2019-07-26,194,GA
2019-07-26,576,GA
2019-07-27,312,GA
2019-07-27,295,GA
2019-07-27,870,GA
2019-07-28,412,GA
2019-07-28,070,GA
2019-07-28,013,GA
2019-07-29,437,GA
2019-07-29,036,GA
2019-07-29,170,GA
2019-07-30,950,GA
2019-07-30,153,GA
2019-07-30,697,GA
2019-07-31,371,GA
2019-07-31,276,GA
2019-07-31,019,GA
2019-08-01,159,GA
2019-08-01,875,GA
2019-08-01,638,GA
2019-08-02,635,GA
2019-08-02,614,GA
2019-08-02,863,GA
2019-08-03,638,GA
2019-08-03,102,GA
2019-08-03,070,GA
2019-08-04,449,GA
2019-08-04,824,GA
2019-08-04,375,GA
2019-08-05,013,GA
2019-08-05,397,GA
2019-08-05,838,GA
2019-08-06,009,GA
2019-08-06,421,GA
2019-08-06,755,GA
2019-08-07,502,GA
2019-08-07,915,GA
2019-08-07,961,GA
2019-08-08,440,GA
2019-08-08,843,GA
2019-08-08,694,GA
2019-08-09,096,GA
2019-08-09,355,GA
2019-08-09,991,GA
2019-08-10,302,GA
2019-08-10,907,GA
2019-08-10,861,GA
2019-08-11,238,GA
2019-08-11,124,GA
2019-08-11,231,GA
2019-08-12,755,GA
2019-08-12,727,GA
2019-08-12,680,GA
2019-08-13,641,GA
2019-08-13,306,GA
2019-08-13,475,GA
2019-08-14,293,GA
2019-08-14,164,GA
2019-08-14,722,GA
2019-08-15,780,GA
2019-08-15,567,GA
2019-08-15,730,GA
2019-08-16,865,GA
2019-08-16,061,GA
2019-08-16,084,GA
2019-08-17,297,GA
2019-08-17,006,GA
2019-08-17,427,GA
2019-08-18,562,GA
2019-08-18,446,GA
2019-08-18,748,GA
2019-08-19,850,GA
2019-08-19,903,GA
2019-08-19,474,GA
2019-08-20,163,GA
2019-08-20,272,GA
2019-08-20,913,GA
2019-08-21,356,GA
2019-08-21,551,GA
2019-08-21,071,GA
2019-08-22,303,GA
2019-08-22,049,GA
2019-08-22,721,GA
2019-08-23,358,GA
2019-08-23,485,GA
2019-08-23,150,GA
2019-08-24,733,GA
2019-08-24,323,GA
2019-08-24,996,GA
2019-08-25,727,GA
2019-08-25,296,GA
2019-08-25,506,GA
2019-08-26,393,GA
2019-08-26,385,GA
2019-08-26,461,GA
2019-08-27,445,GA
2019-08-27,631,GA
2019-08-27,002,GA
2019-08-28,490,GA
2019-08-28,904,GA
2019-08-28,120,GA
2019-08-29,857,GA
2019-08-29,236,GA
2019-08-29,003,GA
2019-08-30,971,GA
2019-08-30,278,GA
2019-08-30,585,GA
2019-08-31,475,GA
2019-08-31,631,GA
2019-08-31,876,GA
2019-09-01,790,GA
2019-09-01,012,GA
2019-09-01,620,GA
2019-09-02,013,GA
2019-09-02,292,GA
2019-09-02,258,GA
2019-09-03,090,GA
2019-09-03,116,GA
2019-09-03,331,GA
2019-09-04,636,GA
2019-09-04,375,GA
2019-09-04,800,GA
2019-09-05,061,GA
2019-09-05,835,GA
2019-09-05,748,GA
2019-09-06,618,GA
2019-09-06,636,GA
2019-09-06,947,GA
2019-09-07,818,GA
2019-09-07,247,GA
2019-09-07,900,GA
2019-09-08,285,GA
2019-09-08,388,GA
2019-09-08,853,GA
2019-09-09,894,GA
2019-09-09,136,GA
2019-09-09,252,GA
2019-09-10,962,GA
2019-09-10,252,GA
2019-09-10,763,GA
2019-09-11,910,GA
2019-09-11,754,GA
2019-09-11,940,GA
2019-09-12,609,GA
2019-09-12,164,GA
2019-09-12,567,GA
2019-09-13,737,GA
2019-09-13,071,GA
2019-09-13,734,GA
2019-09-14,908,GA
2019-09-14,559,GA
2019-09-14,757,GA
2019-09-15,085,GA
2019-09-15,374,GA
2019-09-15,619,GA
2019-09-16,366,GA
2019-09-16,069,GA
2019-09-16,407,GA
2019-09-17,993,GA
2019-09-17,096,GA
2019-09-17,160,GA
2019-09-18,079,GA
2019-09-18,439,GA
2019-09-18,273,GA
2019-09-19,282,GA
2019-09-19,952,GA
2019-09-19,209,GA
2019-09-20,530,GA
2019-09-20,629,GA
2019-09-20,195,GA
2019-09-21,202,GA
2019-09-21,675,GA
2019-09-21,540,GA
2019-09-22,176,GA
2019-09-22,588,GA
2019-09-22,987,GA
2019-09-23,137,GA
2019-09-23,902,GA
2019-09-23,198,GA
2019-09-24,117,GA
2019-09-24,435,GA
2019-09-24,188,GA
2019-09-25,587,GA
2019-09-25,472,GA
2019-09-25,351,GA
2019-09-26,222,GA
2019-09-26,538,GA
2019-09-26,454,GA
2019-09-27,397,GA
2019-09-27,265,GA
2019-09-27,572,GA
2019-09-28,869,GA
2019-09-28,402,GA
2019-09-28,500,GA
2019-09-29,472,GA
2019-09-29,388,GA
2019-09-29,422,GA
2019-09-30,965,GA
2019-09-30,918,GA
2019-09-30,620,GA
2019-10-01,597,GA
2019-10-01,741,GA
2019-10-01,260,GA
2019-10-02,250,GA
2019-10-02,671,GA
2019-10-02,647,GA
2019-10-03,068,GA
2019-10-03,699,GA
2019-10-03,219,GA
2019-10-04,302,GA
2019-10-04,384,GA
2019-10-04,280,GA
2019-10-05,915,GA
2019-10-05,528,GA
2019-10-05,962,GA
2019-10-06,525,GA
2019-10-06,982,GA
2019-10-06,768,GA
2019-10-07,531,GA
2019-10-07,605,GA
2019-10-07,645,GA
2019-10-08,155,GA
2019-10-08,267,GA
2019-10-08,835,GA
2019-10-09,377,GA
2019-10-09,669,GA
2019-10-09,993,GA
2019-10-10,925,GA
2019-10-10,736,GA
2019-10-10,175,GA
2019-10-11,745,GA
2019-10-11,095,GA
2019-10-11,771,GA
2019-10-12,063,GA
2019-10-12,895,GA
2019-10-12,831,GA
2019-10-13,029,GA
2019-10-13,645,GA
2019-10-13,873,GA
2019-10-14,445,GA
2019-10-14,783,GA
2019-10-14,600,GA
2019-10-15,273,GA
2019-10-15,512,GA
2019-10-15,318,GA
2019-10-16,714,GA
2019-10-16,722,GA
2019-10-16,763,GA
2019-10-17,584,GA
2019-10-17,306,GA
2019-10-17,066,GA
2019-10-18,370,GA
2019-10-18,954,GA
2019-10-18,949,GA
2019-10-19,230,GA
2019-10-19,648,GA
2019-10-19,575,GA
2019-10-20,337,GA
2019-10-20,549,GA
2019-10-20,128,GA
2019-10-21,977,GA
2019-10-21,852,GA
2019-10-21,766,GA
2019-10-22,908,GA
2019-10-22,957,GA
2019-10-22,963,GA
2019-10-23,328,GA
2019-10-23,856,GA
2019-10-23,676,GA
2019-10-24,289,GA
2019-10-24,150,GA
2019-10-24,163,GA
2019-10-25,900,GA
2019-10-25,196,GA
2019-10-25,342,GA
2019-10-26,795,GA
2019-10-26,240,GA
2019-10-26,825,GA
2019-10-27,914,GA
2019-10-27,569,GA
2019-10-27,500,GA
2019-10-28,455,GA
2019-10-28,118,GA
2019-10-28,004,GA
2019-10-29,121,GA
2019-10-29,626,GA
2019-10-29,641,GA
2019-10-30,159,GA
2019-10-30,761,GA
2019-10-30,927,GA
2019-10-31,300,GA
2019-10-31,260,GA
2019-10-31,584,GA
2019-11-01,598,GA
2019-11-01,429,GA
2019-11-01,809,GA
2019-11-02,851,GA
2019-11-02,130,GA
2019-11-02,028,GA
2019-11-03,155,GA
2019-11-03,326,GA
2019-11-03,536,GA
2019-11-04,573,GA
2019-11-04,921,GA
2019-11-04,316,GA
2019-11-05,422,GA
2019-11-05,094,GA
2019-11-05,780,GA
2019-11-06,257,GA
2019-11-06,815,GA
2019-11-06,743,GA
2019-11-07,479,GA
2019-11-07,325,GA
2019-11-07,063,GA
2019-11-08,658,GA
2019-11-08,421,GA
2019-11-08,481,GA
2019-11-09,437,GA
2019-11-09,495,GA
2019-11-09,203,GA
2019-11-10,325,GA
2019-11-10,411,GA
2019-11-10,579,GA
2019-11-11,074,GA
2019-11-11,400,GA
2019-11-11,086,GA
2019-11-12,656,GA
2019-11-12,350,GA
2019-11-12,250,GA
2019-11-13,170,GA
2019-11-13,096,GA
2019-11-13,032,GA
2019-11-14,489,GA
2019-11-14,001,GA
2019-11-14,540,GA
2019-11-15,952,GA
2019-11-15,674,GA
2019-11-15,135,GA
2019-11-16,301,GA
2019-11-16,454,GA
2019-11-16,910,GA
2019-11-17,735,GA
2019-11-17,397,GA
2019-11-17,850,GA
2019-11-18,632,GA
2019-11-18,022,GA
2019-11-18,732,GA
2019-11-19,115,GA
2019-11-19,112,GA
2019-11-19,211,GA
2019-11-20,177,GA
2019-11-20,416,GA
2019-11-20,426,GA
2019-11-21,141,GA
2019-11-21,479,GA
2019-11-21,042,GA
2019-11-22,972,GA
2019-11-22,213,GA
2019-11-22,953,GA
2019-11-23,973,GA
2019-11-23,854,GA
2019-11-23,939,GA
2019-11-24,402,GA
2019-11-24,407,GA
2019-11-24,758,GA
2019-11-25,760,GA
2019-11-25,965,GA
2019-11-25,596,GA
2019-11-26,963,GA
2019-11-26,450,GA
2019-11-26,538,GA
2019-11-27,472,GA
2019-11-27,123,GA
2019-11-27,777,GA
2019-11-28,968,GA
2019-11-28,093,GA
2019-11-28,001,GA
2019-11-29,474,GA
2019-11-29,661,GA
2019-11-29,470,GA
2019-11-30,328,GA
2019-11-30,424,GA
2019-11-30,828,GA
2019-12-01,890,GA
2019-12-01,527,GA
2019-12-01,381,GA
2019-12-02,986,GA
2019-12-02,954,GA
2019-12-02,238,GA
2019-12-03,866,GA
2019-12-03,437,GA
2019-12-03,376,GA
2019-12-04,519,GA
2019-12-04,150,GA
2019-12-04,207,GA
2019-12-05,998,GA
2019-12-05,675,GA
2019-12-05,501,GA
2019-12-06,560,GA
2019-12-06,093,GA
2019-12-06,990,GA
2019-12-07,789,GA
2019-12-07,571,GA
2019-12-07,073,GA
2019-12-08,131,GA
2019-12-08,098,GA
2019-12-08,502,GA
2019-12-09,612,GA
2019-12-09,727,GA
2019-12-09,359,GA
2019-12-10,837,GA
2019-12-10,766,GA
2019-12-10,144,GA
2019-12-11,481,GA
2019-12-11,954,GA
2019-12-11,111,GA
2019-12-12,307,GA
2019-12-12,176,GA
2019-12-12,225,GA
2019-12-13,906,GA
2019-12-13,480,GA
2019-12-13,003,GA
2019-12-14,770,GA
2019-12-14,932,GA
2019-12-14,584,GA
2019-12-15,770,GA
2019-12-15,771,GA
2019-12-15,316,GA
2019-12-16,700,GA
2019-12-16,531,GA
2019-12-16,016,GA
2019-12-17,881,GA
2019-12-17,242,GA
2019-12-17,087,GA
2019-12-18,049,GA
2019-12-18,427,GA
2019-12-18,155,GA
2019-12-19,741,GA
2019-12-19,887,GA
2019-12-19,784,GA
2019-12-20,256,GA
2019-12-20,399,GA
2019-12-20,440,GA
2019-12-21,515,GA
2019-12-21,218,GA
2019-12-21,783,GA
2019-12-22,086,GA
2019-12-22,577,GA
2019-12-22,904,GA
2019-12-23,475,GA
2019-12-23,756,GA
2019-12-23,220,GA
2019-12-24,458,GA
2019-12-24,100,GA
2019-12-24,904,GA
2019-12-25,188,GA
2019-12-25,910,GA
2019-12-25,840,GA
2019-12-26,227,GA
2019-12-26,749,GA
2019-12-26,185,GA
2019-12-27,588,GA
2019-12-27,188,GA
2019-12-27,082,GA
2019-12-28,223,GA
2019-12-28,137,GA
2019-12-28,108,GA
2019-12-29,532,GA
2019-12-29,369,GA
2019-12-29,830,GA
2019-12-30,313,GA
2019-12-30,924,GA
2019-12-30,425,GA
2019-12-31,483,GA
2019-12-31,616,GA
2019-12-31,206,GA
2020-01-01,980,GA
2020-01-01,753,GA
2020-01-01,671,GA
2020-01-02,353,GA
2020-01-02,882,GA
2020-01-02,471,GA
2020-01-03,410,GA
2020-01-03,895,GA
2020-01-03,415,GA
2020-01-04,916,GA
2020-01-04,724,GA
2020-01-04,342,GA
2020-01-05,200,GA
2020-01-05,156,GA
2020-01-05,527,GA
2020-01-06,520,GA
2020-01-06,573,GA
2020-01-06,173,GA
2020-01-07,903,GA
2020-01-07,473,GA
2020-01-07,355,GA
2020-01-08,939,GA
2020-01-08,185,GA
2020-01-08,704,GA
2020-01-09,266,GA
2020-01-09,828,GA
2020-01-09,214,GA
2020-01-10,018,GA
2020-01-10,924,GA
2020-01-10,124,GA
2020-01-11,827,GA
2020-01-11,548,GA
2020-01-11,629,GA
2020-01-12,413,GA
2020-01-12,953,GA
2020-01-12,410,GA
2020-01-13,817,GA
2020-01-13,920,GA
2020-01-13,267,GA
2020-01-14,785,GA
2020-01-14,572,GA
2020-01-14,550,GA
2020-01-15,743,GA
2020-01-15,629,GA
2020-01-15,380,GA
2020-01-16,452,GA
2020-01-16,244,GA
2020-01-16,953,GA
2020-01-17,462,GA
2020-01-17,359,GA
2020-01-17,038,GA
2020-01-18,410,GA
2020-01-18,272,GA
2020-01-18,911,GA
2020-01-19,900,GA
2020-01-19,989,GA
2020-01-19,534,GA
2020-01-20,495,GA
2020-01-20,874,GA
2020-01-20,888,GA
2020-01-21,634,GA
2020-01-21,484,GA
2020-01-21,151,GA
2020-01-22,013,GA
2020-01-22,448,GA
2020-01-22,991,GA
2020-01-23,222,GA
2020-01-23,690,GA
2020-01-23,320,GA
2020-01-24,049,GA
2020-01-24,268,GA
2020-01-24,143,GA
2020-01-25,890,GA
2020-01-25,250,GA
2020-01-25,511,GA
2020-01-26,028,GA
2020-01-26,760,GA
2020-01-26,477,GA
2020-01-27,854,GA
2020-01-27,810,GA
2020-01-27,857,GA
2020-01-28,165,GA
2020-01-28,257,GA
2020-01-28,343,GA
2020-01-29,001,GA
2020-01-29,458,GA
2020-01-29,433,GA
2020-01-30,698,GA
2020-01-30,021,GA
2020-01-30,404,GA
2020-01-31,472,GA
2020-01-31,655,GA
2020-01-31,846,GA
2020-02-01,682,GA
2020-02-01,606,GA
2020-02-01,763,GA
2020-02-02,228,GA
2020-02-02,052,GA
2020-02-02,568,GA
2020-02-03,036,GA
2020-02-03,556,GA
2020-02-03,845,GA
2020-02-04,147,GA
2020-02-04,762,GA
2020-02-04,698,GA
2020-02-05,079,GA
2020-02-05,180,GA
2020-02-05,701,GA
2020-02-06,219,GA
2020-02-06,289,GA
2020-02-06,726,GA
2020-02-07,689,GA
2020-02-07,982,GA
2020-02-07,045,GA
2020-02-08,390,GA
2020-02-08,090,GA
2020-02-08,174,GA
2020-02-09,610,GA
2020-02-09,609,GA
2020-02-09,411,GA
2020-02-10,851,GA
2020-02-10,855,GA
2020-02-10,970,GA
2020-02-11,919,GA
2020-02-11,404,GA
2020-02-11,464,GA
2020-02-12,991,GA
2020-02-12,906,GA
2020-02-12,266,GA
2020-02-13,350,GA
2020-02-13,366,GA
2020-02-13,617,GA
2020-02-14,158,GA
2020-02-14,459,GA
2020-02-14,197,GA
2020-02-15,625,GA
2020-02-15,234,GA
2020-02-15,437,GA
2020-02-16,068,GA
2020-02-16,037,GA
2020-02-16,089,GA
2020-02-17,189,GA
2020-02-17,224,GA
2020-02-17,723,GA
2020-02-18,480,GA
2020-02-18,849,GA
2020-02-18,180,GA
2020-02-19,994,GA
2020-02-19,719,GA
2020-02-19,299,GA
2020-02-20,601,GA
2020-02-20,785,GA
2020-02-20,200,GA
2020-02-21,961,GA
2020-02-21,677,GA
2020-02-21,264,GA
2020-02-22,051,GA
2020-02-22,620,GA
2020-02-22,033,GA
2020-02-23,383,GA
2020-02-23,510,GA
2020-02-23,447,GA
2020-02-24,351,GA
2020-02-24,420,GA
2020-02-24,270,GA
2020-02-25,325,GA
2020-02-25,992,GA
2020-02-25,707,GA
2020-02-26,217,GA
2020-02-26,697,GA
2020-02-26,209,GA
2020-02-27,175,GA
2020-02-27,619,GA
2020-02-27,976,GA
2020-02-28,858,GA
2020-02-28,139,GA
2020-02-28,415,GA
2020-02-29,290,GA
2020-02-29,898,GA
2020-02-29,894,GA
2020-03-01,432,GA
2020-03-01,093,GA
2020-03-01,070,GA
2020-03-02,466,GA
2020-03-02,176,GA
2020-03-02,489,GA
2020-03-03,259,GA
2020-03-03,100,GA
2020-03-03,227,GA
2020-03-04,677,GA
2020-03-04,139,GA
2020-03-04,774,GA
2020-03-05,625,GA
2020-03-05,560,GA
2020-03-05,784,GA
2020-03-06,169,GA
2020-03-06,763,GA
2020-03-06,655,GA
2020-03-07,086,GA
2020-03-07,842,GA
2020-03-07,692,GA
2020-03-08,761,GA
2020-03-08,468,GA
2020-03-08,395,GA
2020-03-09,299,GA
2020-03-09,058,GA
2020-03-09,556,GA
2020-03-10,192,GA
2020-03-10,427,GA
2020-03-10,913,GA
2020-03-11,864,GA
2020-03-11,024,GA
2020-03-11,680,GA
2020-03-12,244,GA
2020-03-12,759,GA
2020-03-12,745,GA
2020-03-13,076,GA
2020-03-13,549,GA
2020-03-13,110,GA
2020-03-14,560,GA
2020-03-14,179,GA
2020-03-14,325,GA
2020-03-15,747,GA
2020-03-15,893,GA
2020-03-15,170,GA
2020-03-16,753,GA
2020-03-16,954,GA
2020-03-16,930,GA
2020-03-17,694,GA
2020-03-17,285,GA
2020-03-17,955,GA
2020-03-18,784,GA
2020-03-18,510,GA
2020-03-18,961,GA
2020-03-19,966,GA
2020-03-19,444,GA
2020-03-19,077,GA
2020-03-20,024,GA
2020-03-20,040,GA
2020-03-20,047,GA
2020-03-21,897,GA
2020-03-21,799,GA
2020-03-21,467,GA
2020-03-22,295,GA
2020-03-22,895,GA
2020-03-22,423,GA
2020-03-23,976,GA
2020-03-23,607,GA
2020-03-23,815,GA
2020-03-24,237,GA
2020-03-24,157,GA
2020-03-24,989,GA
2020-03-25,320,GA
2020-03-25,294,GA
