id,draw_date,draw_time,numbers,sum_digits,root_sum,created_at
19471,2020-09-29,midday,709,16,7,2025-07-01 17:09:41
19472,2020-09-29,evening,436,13,4,2025-07-01 17:09:41
19470,2020-09-28,midday,121,4,4,2025-07-01 17:09:41
19469,2020-09-28,evening,098,17,8,2025-07-01 17:09:41
19468,2020-09-27,midday,228,12,3,2025-07-01 17:09:41
19467,2020-09-27,evening,346,13,4,2025-07-01 17:09:41
19465,2020-09-26,midday,972,18,9,2025-07-01 17:09:41
19466,2020-09-26,evening,429,15,6,2025-07-01 17:09:41
19463,2020-09-25,midday,830,11,2,2025-07-01 17:09:41
19464,2020-09-25,evening,530,8,8,2025-07-01 17:09:41
19461,2020-09-24,midday,366,15,6,2025-07-01 17:09:41
19462,2020-09-24,evening,695,20,2,2025-07-01 17:09:41
19460,2020-09-23,midday,074,11,2,2025-07-01 17:09:41
19459,2020-09-23,evening,153,9,9,2025-07-01 17:09:41
19457,2020-09-22,midday,724,13,4,2025-07-01 17:09:41
19458,2020-09-22,evening,869,23,5,2025-07-01 17:09:41
19455,2020-09-21,midday,138,12,3,2025-07-01 17:09:41
19456,2020-09-21,evening,677,20,2,2025-07-01 17:09:41
19453,2020-09-20,midday,109,10,1,2025-07-01 17:09:41
19454,2020-09-20,evening,044,8,8,2025-07-01 17:09:41
19452,2020-09-19,midday,319,13,4,2025-07-01 17:09:41
19451,2020-09-19,evening,175,13,4,2025-07-01 17:09:41
19449,2020-09-18,midday,572,14,5,2025-07-01 17:09:41
19450,2020-09-18,evening,483,15,6,2025-07-01 17:09:41
19447,2020-09-17,midday,312,6,6,2025-07-01 17:09:41
19448,2020-09-17,evening,216,9,9,2025-07-01 17:09:41
19445,2020-09-16,midday,226,10,1,2025-07-01 17:09:41
19446,2020-09-16,evening,706,13,4,2025-07-01 17:09:41
19443,2020-09-15,midday,092,11,2,2025-07-01 17:09:41
19444,2020-09-15,evening,004,4,4,2025-07-01 17:09:41
19441,2020-09-14,midday,818,17,8,2025-07-01 17:09:41
19442,2020-09-14,evening,571,13,4,2025-07-01 17:09:41
19439,2020-09-13,midday,349,16,7,2025-07-01 17:09:41
19440,2020-09-13,evening,990,18,9,2025-07-01 17:09:41
19437,2020-09-12,midday,867,21,3,2025-07-01 17:09:41
19438,2020-09-12,evening,144,9,9,2025-07-01 17:09:41
19435,2020-09-11,midday,867,21,3,2025-07-01 17:09:41
19436,2020-09-11,evening,274,13,4,2025-07-01 17:09:41
19434,2020-09-10,midday,004,4,4,2025-07-01 17:09:41
19433,2020-09-10,evening,768,21,3,2025-07-01 17:09:41
19431,2020-09-09,midday,449,17,8,2025-07-01 17:09:41
19432,2020-09-09,evening,797,23,5,2025-07-01 17:09:41
19429,2020-09-08,midday,077,14,5,2025-07-01 17:09:41
19430,2020-09-08,evening,709,16,7,2025-07-01 17:09:41
19427,2020-09-07,midday,788,23,5,2025-07-01 17:09:41
19428,2020-09-07,evening,428,14,5,2025-07-01 17:09:41
19426,2020-09-06,midday,071,8,8,2025-07-01 17:09:41
19425,2020-09-06,evening,194,14,5,2025-07-01 17:09:41
19423,2020-09-05,midday,765,18,9,2025-07-01 17:09:41
19424,2020-09-05,evening,521,8,8,2025-07-01 17:09:41
19421,2020-09-04,midday,699,24,6,2025-07-01 17:09:41
19422,2020-09-04,evening,263,11,2,2025-07-01 17:09:41
19419,2020-09-03,midday,042,6,6,2025-07-01 17:09:41
19420,2020-09-03,evening,730,10,1,2025-07-01 17:09:41
19417,2020-09-02,midday,143,8,8,2025-07-01 17:09:41
19418,2020-09-02,evening,639,18,9,2025-07-01 17:09:41
19416,2020-09-01,midday,291,12,3,2025-07-01 17:09:41
19415,2020-09-01,evening,556,16,7,2025-07-01 17:09:41
19414,2020-08-31,midday,763,16,7,2025-07-01 17:09:41
19413,2020-08-31,evening,329,14,5,2025-07-01 17:09:41
19411,2020-08-30,midday,486,18,9,2025-07-01 17:09:41
19412,2020-08-30,evening,890,17,8,2025-07-01 17:09:41
19409,2020-08-29,midday,846,18,9,2025-07-01 17:09:41
19410,2020-08-29,evening,730,10,1,2025-07-01 17:09:41
19407,2020-08-28,midday,231,6,6,2025-07-01 17:09:41
19408,2020-08-28,evening,265,13,4,2025-07-01 17:09:41
19406,2020-08-27,midday,396,18,9,2025-07-01 17:09:41
19405,2020-08-27,evening,287,17,8,2025-07-01 17:09:41
19403,2020-08-26,midday,258,15,6,2025-07-01 17:09:41
19404,2020-08-26,evening,746,17,8,2025-07-01 17:09:41
19401,2020-08-25,midday,658,19,1,2025-07-01 17:09:41
19402,2020-08-25,evening,590,14,5,2025-07-01 17:09:41
19399,2020-08-24,midday,182,11,2,2025-07-01 17:09:41
19400,2020-08-24,evening,592,16,7,2025-07-01 17:09:41
19398,2020-08-23,midday,367,16,7,2025-07-01 17:09:41
19397,2020-08-23,evening,956,20,2,2025-07-01 17:09:41
19395,2020-08-22,midday,653,14,5,2025-07-01 17:09:41
19396,2020-08-22,evening,173,11,2,2025-07-01 17:09:41
19393,2020-08-21,midday,933,15,6,2025-07-01 17:09:41
19394,2020-08-21,evening,190,10,1,2025-07-01 17:09:41
19391,2020-08-20,midday,052,7,7,2025-07-01 17:09:41
19392,2020-08-20,evening,615,12,3,2025-07-01 17:09:41
19389,2020-08-19,midday,302,5,5,2025-07-01 17:09:41
19390,2020-08-19,evening,774,18,9,2025-07-01 17:09:41
19387,2020-08-18,midday,150,6,6,2025-07-01 17:09:41
19388,2020-08-18,evening,837,18,9,2025-07-01 17:09:41
19385,2020-08-17,midday,282,12,3,2025-07-01 17:09:41
19386,2020-08-17,evening,003,3,3,2025-07-01 17:09:41
19383,2020-08-16,midday,876,21,3,2025-07-01 17:09:41
19384,2020-08-16,evening,706,13,4,2025-07-01 17:09:41
19381,2020-08-15,midday,541,10,1,2025-07-01 17:09:41
19382,2020-08-15,evening,390,12,3,2025-07-01 17:09:41
19380,2020-08-14,midday,087,15,6,2025-07-01 17:09:41
19379,2020-08-14,evening,668,20,2,2025-07-01 17:09:41
19377,2020-08-13,midday,225,9,9,2025-07-01 17:09:41
19378,2020-08-13,evening,251,8,8,2025-07-01 17:09:41
19375,2020-08-12,midday,999,27,9,2025-07-01 17:09:41
19376,2020-08-12,evening,678,21,3,2025-07-01 17:09:41
19373,2020-08-11,midday,150,6,6,2025-07-01 17:09:41
19374,2020-08-11,evening,142,7,7,2025-07-01 17:09:41
19372,2020-08-10,midday,681,15,6,2025-07-01 17:09:41
19371,2020-08-10,evening,635,14,5,2025-07-01 17:09:41
19369,2020-08-09,midday,969,24,6,2025-07-01 17:09:41
19370,2020-08-09,evening,270,9,9,2025-07-01 17:09:41
19367,2020-08-08,midday,828,18,9,2025-07-01 17:09:41
19368,2020-08-08,evening,985,22,4,2025-07-01 17:09:41
19365,2020-08-07,midday,165,12,3,2025-07-01 17:09:41
19366,2020-08-07,evening,773,17,8,2025-07-01 17:09:41
19363,2020-08-06,midday,815,14,5,2025-07-01 17:09:41
19364,2020-08-06,evening,852,15,6,2025-07-01 17:09:41
19362,2020-08-05,midday,954,18,9,2025-07-01 17:09:41
19361,2020-08-05,evening,847,19,1,2025-07-01 17:09:41
19360,2020-08-04,midday,184,13,4,2025-07-01 17:09:41
19359,2020-08-04,evening,549,18,9,2025-07-01 17:09:41
19357,2020-08-03,midday,657,18,9,2025-07-01 17:09:41
19358,2020-08-03,evening,337,13,4,2025-07-01 17:09:41
19355,2020-08-02,midday,442,10,1,2025-07-01 17:09:41
19356,2020-08-02,evening,682,16,7,2025-07-01 17:09:41
19353,2020-08-01,midday,868,22,4,2025-07-01 17:09:41
19354,2020-08-01,evening,556,16,7,2025-07-01 17:09:41
19352,2020-07-31,midday,110,2,2,2025-07-01 17:09:41
19351,2020-07-31,evening,003,3,3,2025-07-01 17:09:41
19349,2020-07-30,midday,816,15,6,2025-07-01 17:09:41
19350,2020-07-30,evening,782,17,8,2025-07-01 17:09:41
19347,2020-07-29,midday,017,8,8,2025-07-01 17:09:41
19348,2020-07-29,evening,002,2,2,2025-07-01 17:09:41
19345,2020-07-28,midday,031,4,4,2025-07-01 17:09:41
19346,2020-07-28,evening,781,16,7,2025-07-01 17:09:41
19343,2020-07-27,midday,836,17,8,2025-07-01 17:09:41
19344,2020-07-27,evening,712,10,1,2025-07-01 17:09:41
19342,2020-07-26,midday,690,15,6,2025-07-01 17:09:41
19341,2020-07-26,evening,923,14,5,2025-07-01 17:09:41
19340,2020-07-25,midday,312,6,6,2025-07-01 17:09:41
19339,2020-07-25,evening,466,16,7,2025-07-01 17:09:41
19337,2020-07-24,midday,869,23,5,2025-07-01 17:09:41
19338,2020-07-24,evening,620,8,8,2025-07-01 17:09:41
19335,2020-07-23,midday,870,15,6,2025-07-01 17:09:41
19336,2020-07-23,evening,069,15,6,2025-07-01 17:09:41
19333,2020-07-22,midday,714,12,3,2025-07-01 17:09:41
19334,2020-07-22,evening,559,19,1,2025-07-01 17:09:41
19331,2020-07-21,midday,419,14,5,2025-07-01 17:09:41
19332,2020-07-21,evening,510,6,6,2025-07-01 17:09:41
19329,2020-07-20,midday,570,12,3,2025-07-01 17:09:41
19330,2020-07-20,evening,636,15,6,2025-07-01 17:09:41
19327,2020-07-19,midday,203,5,5,2025-07-01 17:09:41
19328,2020-07-19,evening,523,10,1,2025-07-01 17:09:41
19326,2020-07-18,midday,593,17,8,2025-07-01 17:09:41
19325,2020-07-18,evening,129,12,3,2025-07-01 17:09:41
19323,2020-07-17,midday,946,19,1,2025-07-01 17:09:41
19324,2020-07-17,evening,834,15,6,2025-07-01 17:09:41
19321,2020-07-16,midday,951,15,6,2025-07-01 17:09:41
19322,2020-07-16,evening,565,16,7,2025-07-01 17:09:41
19319,2020-07-15,midday,657,18,9,2025-07-01 17:09:41
19320,2020-07-15,evening,201,3,3,2025-07-01 17:09:41
19317,2020-07-14,midday,830,11,2,2025-07-01 17:09:41
19318,2020-07-14,evening,304,7,7,2025-07-01 17:09:41
19315,2020-07-13,midday,431,8,8,2025-07-01 17:09:41
19316,2020-07-13,evening,815,14,5,2025-07-01 17:09:41
19313,2020-07-12,midday,980,17,8,2025-07-01 17:09:41
19314,2020-07-12,evening,018,9,9,2025-07-01 17:09:41
19312,2020-07-11,midday,208,10,1,2025-07-01 17:09:41
19311,2020-07-11,evening,712,10,1,2025-07-01 17:09:41
19309,2020-07-10,midday,415,10,1,2025-07-01 17:09:41
19310,2020-07-10,evening,145,10,1,2025-07-01 17:09:41
19307,2020-07-09,midday,368,17,8,2025-07-01 17:09:41
19308,2020-07-09,evening,274,13,4,2025-07-01 17:09:41
19305,2020-07-08,midday,805,13,4,2025-07-01 17:09:41
19306,2020-07-08,evening,727,16,7,2025-07-01 17:09:41
19303,2020-07-07,midday,698,23,5,2025-07-01 17:09:41
19304,2020-07-07,evening,780,15,6,2025-07-01 17:09:41
19301,2020-07-06,midday,565,16,7,2025-07-01 17:09:41
19302,2020-07-06,evening,451,10,1,2025-07-01 17:09:41
19299,2020-07-05,midday,121,4,4,2025-07-01 17:09:41
19300,2020-07-05,evening,526,13,4,2025-07-01 17:09:41
19297,2020-07-04,midday,312,6,6,2025-07-01 17:09:41
19298,2020-07-04,evening,164,11,2,2025-07-01 17:09:41
19296,2020-07-03,midday,379,19,1,2025-07-01 17:09:41
19295,2020-07-03,evening,364,13,4,2025-07-01 17:09:41
19293,2020-07-02,midday,498,21,3,2025-07-01 17:09:41
19294,2020-07-02,evening,607,13,4,2025-07-01 17:09:41
19291,2020-07-01,midday,308,11,2,2025-07-01 17:09:41
19292,2020-07-01,evening,924,15,6,2025-07-01 17:09:41
19289,2020-06-30,midday,919,19,1,2025-07-01 17:09:41
19290,2020-06-30,evening,404,8,8,2025-07-01 17:09:41
19287,2020-06-29,midday,827,17,8,2025-07-01 17:09:41
19288,2020-06-29,evening,057,12,3,2025-07-01 17:09:41
19285,2020-06-28,midday,288,18,9,2025-07-01 17:09:41
19286,2020-06-28,evening,074,11,2,2025-07-01 17:09:41
19283,2020-06-27,midday,723,12,3,2025-07-01 17:09:41
19284,2020-06-27,evening,358,16,7,2025-07-01 17:09:41
19282,2020-06-26,midday,620,8,8,2025-07-01 17:09:41
19281,2020-06-26,evening,479,20,2,2025-07-01 17:09:41
19279,2020-06-25,midday,672,15,6,2025-07-01 17:09:41
19280,2020-06-25,evening,577,19,1,2025-07-01 17:09:41
19277,2020-06-24,midday,603,9,9,2025-07-01 17:09:41
19278,2020-06-24,evening,741,12,3,2025-07-01 17:09:41
19275,2020-06-23,midday,750,12,3,2025-07-01 17:09:41
19276,2020-06-23,evening,896,23,5,2025-07-01 17:09:41
19273,2020-06-22,midday,480,12,3,2025-07-01 17:09:41
19274,2020-06-22,evening,778,22,4,2025-07-01 17:09:41
19271,2020-06-21,midday,150,6,6,2025-07-01 17:09:41
19272,2020-06-21,evening,272,11,2,2025-07-01 17:09:41
19269,2020-06-20,midday,101,2,2,2025-07-01 17:09:41
19270,2020-06-20,evening,182,11,2,2025-07-01 17:09:41
19268,2020-06-19,midday,206,8,8,2025-07-01 17:09:41
19267,2020-06-19,evening,920,11,2,2025-07-01 17:09:41
19265,2020-06-18,midday,970,16,7,2025-07-01 17:09:41
19266,2020-06-18,evening,872,17,8,2025-07-01 17:09:41
19263,2020-06-17,midday,295,16,7,2025-07-01 17:09:41
19264,2020-06-17,evening,492,15,6,2025-07-01 17:09:41
19261,2020-06-16,midday,518,14,5,2025-07-01 17:09:41
19262,2020-06-16,evening,488,20,2,2025-07-01 17:09:41
19259,2020-06-15,midday,494,17,8,2025-07-01 17:09:41
19260,2020-06-15,evening,398,20,2,2025-07-01 17:09:41
19257,2020-06-14,midday,857,20,2,2025-07-01 17:09:41
19258,2020-06-14,evening,334,10,1,2025-07-01 17:09:41
19255,2020-06-13,midday,527,14,5,2025-07-01 17:09:41
19256,2020-06-13,evening,631,10,1,2025-07-01 17:09:41
19253,2020-06-12,midday,230,5,5,2025-07-01 17:09:41
19254,2020-06-12,evening,133,7,7,2025-07-01 17:09:41
19252,2020-06-11,midday,269,17,8,2025-07-01 17:09:41
19251,2020-06-11,evening,921,12,3,2025-07-01 17:09:41
19249,2020-06-10,midday,934,16,7,2025-07-01 17:09:41
19250,2020-06-10,evening,210,3,3,2025-07-01 17:09:41
19247,2020-06-09,midday,756,18,9,2025-07-01 17:09:41
19248,2020-06-09,evening,836,17,8,2025-07-01 17:09:41
19245,2020-06-08,midday,573,15,6,2025-07-01 17:09:41
19246,2020-06-08,evening,572,14,5,2025-07-01 17:09:41
19243,2020-06-07,midday,386,17,8,2025-07-01 17:09:41
19244,2020-06-07,evening,167,14,5,2025-07-01 17:09:41
19241,2020-06-06,midday,645,15,6,2025-07-01 17:09:41
19242,2020-06-06,evening,939,21,3,2025-07-01 17:09:41
19239,2020-06-05,midday,853,16,7,2025-07-01 17:09:41
19240,2020-06-05,evening,822,12,3,2025-07-01 17:09:41
19238,2020-06-04,midday,002,2,2,2025-07-01 17:09:41
19237,2020-06-04,evening,966,21,3,2025-07-01 17:09:41
19235,2020-06-03,midday,040,4,4,2025-07-01 17:09:41
19236,2020-06-03,evening,136,10,1,2025-07-01 17:09:41
19233,2020-06-02,midday,901,10,1,2025-07-01 17:09:41
19234,2020-06-02,evening,404,8,8,2025-07-01 17:09:41
19231,2020-06-01,midday,554,14,5,2025-07-01 17:09:41
19232,2020-06-01,evening,681,15,6,2025-07-01 17:09:41
19229,2020-05-31,midday,795,21,3,2025-07-01 17:09:41
19230,2020-05-31,evening,755,17,8,2025-07-01 17:09:41
19227,2020-05-30,midday,735,15,6,2025-07-01 17:09:41
19228,2020-05-30,evening,626,14,5,2025-07-01 17:09:41
19225,2020-05-29,midday,088,16,7,2025-07-01 17:09:41
19226,2020-05-29,evening,841,13,4,2025-07-01 17:09:41
19224,2020-05-28,midday,944,17,8,2025-07-01 17:09:41
19223,2020-05-28,evening,318,12,3,2025-07-01 17:09:41
19222,2020-05-27,midday,784,19,1,2025-07-01 17:09:41
19221,2020-05-27,evening,150,6,6,2025-07-01 17:09:41
19219,2020-05-26,midday,465,15,6,2025-07-01 17:09:41
19220,2020-05-26,evening,136,10,1,2025-07-01 17:09:41
19217,2020-05-25,midday,569,20,2,2025-07-01 17:09:41
19218,2020-05-25,evening,044,8,8,2025-07-01 17:09:41
19215,2020-05-24,midday,284,14,5,2025-07-01 17:09:41
19216,2020-05-24,evening,942,15,6,2025-07-01 17:09:41
19213,2020-05-23,midday,997,25,7,2025-07-01 17:09:41
19214,2020-05-23,evening,982,19,1,2025-07-01 17:09:41
19211,2020-05-22,midday,826,16,7,2025-07-01 17:09:41
19212,2020-05-22,evening,456,15,6,2025-07-01 17:09:41
19209,2020-05-21,midday,874,19,1,2025-07-01 17:09:41
19210,2020-05-21,evening,819,18,9,2025-07-01 17:09:41
19207,2020-05-20,midday,679,22,4,2025-07-01 17:09:41
19208,2020-05-20,evening,800,8,8,2025-07-01 17:09:41
19206,2020-05-19,midday,943,16,7,2025-07-01 17:09:41
19205,2020-05-19,evening,874,19,1,2025-07-01 17:09:41
19203,2020-05-18,midday,837,18,9,2025-07-01 17:09:41
19204,2020-05-18,evening,403,7,7,2025-07-01 17:09:41
19201,2020-05-17,midday,536,14,5,2025-07-01 17:09:41
19202,2020-05-17,evening,382,13,4,2025-07-01 17:09:41
19199,2020-05-16,midday,288,18,9,2025-07-01 17:09:41
19200,2020-05-16,evening,112,4,4,2025-07-01 17:09:41
19197,2020-05-15,midday,810,9,9,2025-07-01 17:09:41
19198,2020-05-15,evening,723,12,3,2025-07-01 17:09:41
19195,2020-05-14,midday,728,17,8,2025-07-01 17:09:41
19196,2020-05-14,evening,037,10,1,2025-07-01 17:09:41
19193,2020-05-13,midday,671,14,5,2025-07-01 17:09:41
19194,2020-05-13,evening,334,10,1,2025-07-01 17:09:41
19192,2020-05-12,midday,677,20,2,2025-07-01 17:09:41
19191,2020-05-12,evening,188,17,8,2025-07-01 17:09:41
19189,2020-05-11,midday,835,16,7,2025-07-01 17:09:41
19190,2020-05-11,evening,727,16,7,2025-07-01 17:09:41
19187,2020-05-10,midday,862,16,7,2025-07-01 17:09:41
19188,2020-05-10,evening,917,17,8,2025-07-01 17:09:41
19185,2020-05-09,midday,787,22,4,2025-07-01 17:09:41
19186,2020-05-09,evening,199,19,1,2025-07-01 17:09:41
19183,2020-05-08,midday,468,18,9,2025-07-01 17:09:41
19184,2020-05-08,evening,567,18,9,2025-07-01 17:09:41
19181,2020-05-07,midday,940,13,4,2025-07-01 17:09:41
19182,2020-05-07,evening,686,20,2,2025-07-01 17:09:41
19179,2020-05-06,midday,827,17,8,2025-07-01 17:09:41
19180,2020-05-06,evening,874,19,1,2025-07-01 17:09:41
19178,2020-05-05,midday,644,14,5,2025-07-01 17:09:41
19177,2020-05-05,evening,008,8,8,2025-07-01 17:09:41
19175,2020-05-04,midday,842,14,5,2025-07-01 17:09:41
19176,2020-05-04,evening,762,15,6,2025-07-01 17:09:41
19173,2020-05-03,midday,427,13,4,2025-07-01 17:09:41
19174,2020-05-03,evening,683,17,8,2025-07-01 17:09:41
19171,2020-05-02,midday,952,16,7,2025-07-01 17:09:41
19172,2020-05-02,evening,764,17,8,2025-07-01 17:09:41
19169,2020-05-01,midday,732,12,3,2025-07-01 17:09:41
19170,2020-05-01,evening,042,6,6,2025-07-01 17:09:41
19167,2020-04-30,midday,081,9,9,2025-07-01 17:09:41
19168,2020-04-30,evening,090,9,9,2025-07-01 17:09:41
19165,2020-04-29,midday,572,14,5,2025-07-01 17:09:41
19166,2020-04-29,evening,375,15,6,2025-07-01 17:09:41
19164,2020-04-28,midday,518,14,5,2025-07-01 17:09:41
19163,2020-04-28,evening,247,13,4,2025-07-01 17:09:41
19162,2020-04-27,midday,328,13,4,2025-07-01 17:09:41
19161,2020-04-27,evening,594,18,9,2025-07-01 17:09:41
19159,2020-04-26,midday,533,11,2,2025-07-01 17:09:41
19160,2020-04-26,evening,315,9,9,2025-07-01 17:09:41
19157,2020-04-25,midday,581,14,5,2025-07-01 17:09:41
19158,2020-04-25,evening,745,16,7,2025-07-01 17:09:41
19155,2020-04-24,midday,486,18,9,2025-07-01 17:09:41
19156,2020-04-24,evening,159,15,6,2025-07-01 17:09:41
19153,2020-04-23,midday,725,14,5,2025-07-01 17:09:41
19154,2020-04-23,evening,196,16,7,2025-07-01 17:09:41
19151,2020-04-22,midday,734,14,5,2025-07-01 17:09:41
19152,2020-04-22,evening,008,8,8,2025-07-01 17:09:41
19150,2020-04-21,midday,232,7,7,2025-07-01 17:09:41
19149,2020-04-21,evening,270,9,9,2025-07-01 17:09:41
19147,2020-04-20,midday,158,14,5,2025-07-01 17:09:41
19148,2020-04-20,evening,703,10,1,2025-07-01 17:09:41
19145,2020-04-19,midday,490,13,4,2025-07-01 17:09:41
19146,2020-04-19,evening,213,6,6,2025-07-01 17:09:41
19143,2020-04-18,midday,193,13,4,2025-07-01 17:09:41
19144,2020-04-18,evening,048,12,3,2025-07-01 17:09:41
19141,2020-04-17,midday,470,11,2,2025-07-01 17:09:41
19142,2020-04-17,evening,868,22,4,2025-07-01 17:09:41
19139,2020-04-16,midday,431,8,8,2025-07-01 17:09:41
19140,2020-04-16,evening,279,18,9,2025-07-01 17:09:41
19137,2020-04-15,midday,339,15,6,2025-07-01 17:09:41
19138,2020-04-15,evening,096,15,6,2025-07-01 17:09:41
19136,2020-04-14,midday,228,12,3,2025-07-01 17:09:41
19135,2020-04-14,evening,362,11,2,2025-07-01 17:09:41
19133,2020-04-13,midday,199,19,1,2025-07-01 17:09:41
19134,2020-04-13,evening,664,16,7,2025-07-01 17:09:41
19131,2020-04-12,midday,309,12,3,2025-07-01 17:09:41
19132,2020-04-12,evening,924,15,6,2025-07-01 17:09:41
19129,2020-04-11,midday,616,13,4,2025-07-01 17:09:41
19130,2020-04-11,evening,475,16,7,2025-07-01 17:09:41
19127,2020-04-10,midday,072,9,9,2025-07-01 17:09:41
19128,2020-04-10,evening,985,22,4,2025-07-01 17:09:41
19125,2020-04-09,midday,089,17,8,2025-07-01 17:09:41
19126,2020-04-09,evening,089,17,8,2025-07-01 17:09:41
19123,2020-04-08,midday,402,6,6,2025-07-01 17:09:41
19124,2020-04-08,evening,353,11,2,2025-07-01 17:09:41
19122,2020-04-07,midday,677,20,2,2025-07-01 17:09:41
19121,2020-04-07,evening,034,7,7,2025-07-01 17:09:41
19119,2020-04-06,midday,100,1,1,2025-07-01 17:09:41
19120,2020-04-06,evening,438,15,6,2025-07-01 17:09:41
19117,2020-04-05,midday,410,5,5,2025-07-01 17:09:41
19118,2020-04-05,evening,071,8,8,2025-07-01 17:09:41
19115,2020-04-04,midday,631,10,1,2025-07-01 17:09:41
19116,2020-04-04,evening,106,7,7,2025-07-01 17:09:41
19113,2020-04-03,midday,445,13,4,2025-07-01 17:09:41
19114,2020-04-03,evening,126,9,9,2025-07-01 17:09:41
19111,2020-04-02,midday,969,24,6,2025-07-01 17:09:41
19112,2020-04-02,evening,751,13,4,2025-07-01 17:09:41
19109,2020-04-01,midday,687,21,3,2025-07-01 17:09:41
19110,2020-04-01,evening,798,24,6,2025-07-01 17:09:41
19107,2020-03-31,midday,059,14,5,2025-07-01 17:09:41
19108,2020-03-31,evening,673,16,7,2025-07-01 17:09:41
19106,2020-03-30,midday,688,22,4,2025-07-01 17:09:41
19105,2020-03-30,evening,017,8,8,2025-07-01 17:09:41
19104,2020-03-29,midday,130,4,4,2025-07-01 17:09:41
19103,2020-03-29,evening,729,18,9,2025-07-01 17:09:41
19101,2020-03-28,midday,250,7,7,2025-07-01 17:09:41
19102,2020-03-28,evening,457,16,7,2025-07-01 17:09:41
19099,2020-03-27,midday,424,10,1,2025-07-01 17:09:41
19100,2020-03-27,evening,665,17,8,2025-07-01 17:09:41
19097,2020-03-26,midday,905,14,5,2025-07-01 17:09:41
19098,2020-03-26,evening,315,9,9,2025-07-01 17:09:41
19096,2020-03-25,midday,665,17,8,2025-07-01 17:09:41
19095,2020-03-25,evening,335,11,2,2025-07-01 17:09:41
19094,2020-03-24,midday,388,19,1,2025-07-01 17:09:41
19093,2020-03-24,evening,642,12,3,2025-07-01 17:09:41
19091,2020-03-23,midday,070,7,7,2025-07-01 17:09:41
19092,2020-03-23,evening,667,19,1,2025-07-01 17:09:41
19089,2020-03-22,midday,446,14,5,2025-07-01 17:09:41
19090,2020-03-22,evening,418,13,4,2025-07-01 17:09:41
19087,2020-03-21,midday,396,18,9,2025-07-01 17:09:41
19088,2020-03-21,evening,086,14,5,2025-07-01 17:09:41
19086,2020-03-20,midday,893,20,2,2025-07-01 17:09:41
19085,2020-03-20,evening,256,13,4,2025-07-01 17:09:41
19084,2020-03-19,midday,019,10,1,2025-07-01 17:09:41
19083,2020-03-19,evening,885,21,3,2025-07-01 17:09:41
19081,2020-03-18,midday,708,15,6,2025-07-01 17:09:41
19082,2020-03-18,evening,600,6,6,2025-07-01 17:09:41
19079,2020-03-17,midday,024,6,6,2025-07-01 17:09:41
19080,2020-03-17,evening,106,7,7,2025-07-01 17:09:41
19078,2020-03-16,midday,353,11,2,2025-07-01 17:09:41
19077,2020-03-16,evening,751,13,4,2025-07-01 17:09:41
19076,2020-03-15,midday,556,16,7,2025-07-01 17:09:41
19075,2020-03-15,evening,804,12,3,2025-07-01 17:09:41
19073,2020-03-14,midday,472,13,4,2025-07-01 17:09:41
19074,2020-03-14,evening,937,19,1,2025-07-01 17:09:41
19071,2020-03-13,midday,961,16,7,2025-07-01 17:09:41
19072,2020-03-13,evening,028,10,1,2025-07-01 17:09:41
19069,2020-03-12,midday,848,20,2,2025-07-01 17:09:41
19070,2020-03-12,evening,332,8,8,2025-07-01 17:09:41
19067,2020-03-11,midday,730,10,1,2025-07-01 17:09:41
19068,2020-03-11,evening,421,7,7,2025-07-01 17:09:41
19065,2020-03-10,midday,894,21,3,2025-07-01 17:09:41
19066,2020-03-10,evening,089,17,8,2025-07-01 17:09:41
19064,2020-03-09,midday,885,21,3,2025-07-01 17:09:41
19063,2020-03-09,evening,488,20,2,2025-07-01 17:09:41
19061,2020-03-08,midday,522,9,9,2025-07-01 17:09:41
19062,2020-03-08,evening,494,17,8,2025-07-01 17:09:41
19059,2020-03-07,midday,728,17,8,2025-07-01 17:09:41
19060,2020-03-07,evening,153,9,9,2025-07-01 17:09:41
19057,2020-03-06,midday,000,0,0,2025-07-01 17:09:41
19058,2020-03-06,evening,496,19,1,2025-07-01 17:09:41
19055,2020-03-05,midday,691,16,7,2025-07-01 17:09:41
19056,2020-03-05,evening,902,11,2,2025-07-01 17:09:41
19053,2020-03-04,midday,004,4,4,2025-07-01 17:09:41
19054,2020-03-04,evening,733,13,4,2025-07-01 17:09:41
19051,2020-03-03,midday,906,15,6,2025-07-01 17:09:41
19052,2020-03-03,evening,517,13,4,2025-07-01 17:09:41
19049,2020-03-02,midday,170,8,8,2025-07-01 17:09:41
19050,2020-03-02,evening,186,15,6,2025-07-01 17:09:41
19047,2020-03-01,midday,365,14,5,2025-07-01 17:09:41
19048,2020-03-01,evening,853,16,7,2025-07-01 17:09:41
19046,2020-02-29,midday,376,16,7,2025-07-01 17:09:41
19045,2020-02-29,evening,721,10,1,2025-07-01 17:09:41
19044,2020-02-28,midday,137,11,2,2025-07-01 17:09:41
19043,2020-02-28,evening,635,14,5,2025-07-01 17:09:41
19042,2020-02-27,midday,782,17,8,2025-07-01 17:09:41
19041,2020-02-27,evening,890,17,8,2025-07-01 17:09:41
19039,2020-02-26,midday,844,16,7,2025-07-01 17:09:41
19040,2020-02-26,evening,924,15,6,2025-07-01 17:09:41
19037,2020-02-25,midday,348,15,6,2025-07-01 17:09:41
19038,2020-02-25,evening,668,20,2,2025-07-01 17:09:41
